"Id","Name","NativeName","Description","MainRuleset","LudiiRuleset","Reference","Origin","DLPGame","PublicGame","knownAliases","Author","Publisher","Date","ProprietaryGame","Credit","SeeAlso","BGGId","OriginPoint","EvidenceRange","WishlistGame","Notes","HelpUs","ForceRulesetInLud"
762,Da Ma (Song),,"Da |Ma is a race game that was played in medieval China since during the Song Dynasty. It is most famously documented in a poem, Dama Fu by Li Qingzhao. ",892,,Cribb 2007; Lo 2007.,China,1,1,Dama,,,,0,,,,"36°40'41.56""N, 117°31'37.19""E","4583,4655",1,,0,0
763,Yijing Ma,,"Yijing Ma is a race game that was played in China during the Ming Dynasty. It is described as a version of the game Da Ma, which is attributed to the poet Li Qingzhao.",893,,Lo 2007: 126-128; Cribb 2007: 116.,China,1,1,,,,,0,,,,"29°8'56.82""N, 119°47'15.99""E","5097,5097",1,,0,0
764,Panjikent Game,,"This game is depicted in a fresco from the Sogdian city of Panjikent. The board as depicted consists of three rows of twelve squares, which are divided in half by a wide rectangle.",894,,Semenov 2007: 171-172.,Sogdia,1,1,,,,,0,Eric Piette,,,"39°29'32.16""N, 67°36'22.74""E","4240,4240",1,,0,0
765,Pachesi,,"Pachesi is a race game played on a cross-shaped board, of which there are several versions in South Asia. This version is played near Chitrakoot Dham in central India.",895,895,,India,1,1,,,,,0,Eric Piette,,,"25°12'35.98""N, 80°55'11.08""E","5404,5405",0,,0,0
766,Chonpa,,Chonpa is a race game similar to others played throughout South Asia. This version was played in the Citrakoot Dham area of India. ,896,896,,India,1,1,Chaunsarh,,,,0,Eric Piette,,,"25°12'35.98""N, 80°55'11.08""E","5404,5405",0,,0,0
767,Sher Bakr,,"Sher Bakr is a hunt game that was played in Shahpur, Punjab, India, in the early twentieth century.",897,897,,India,1,1,,,,,0,Eric Piette,,,"31°13'36.77""N, 75°33'40.34""E","5429,5429",0,,0,0
768,Bagh Bandi,,"Bagh Bandi is a hunt game played in the Lower Bengal region of South Asia. In it, two tigers attempt to capture 32 goats, and the goats attempt to trap the tigers.",898,898,,South Asia,1,1,,,,,0,Eric Piette,,,"22°35'23.45""N, 88°55'11.80""E","5435,5435",0,,0,0
769,Ram Tir,,Ram Tir is a game with leaping captured played in the Bihar region of India. ,899,899,,India,1,1,,,,,0,Eric Piette,,,"25°36'39.65""N, 85°8'44.34""E","5434,5434",0,,0,0
770,Pam Pait,,"Pam Pait (""to cut a crowd"") is a game with leaping captures from the Assam region of India. ",900,900,,India,1,1,,,,,0,Eric Piette,,,"25°27'3.35""N, 92°12'32.13""E","5435,5435",0,,0,0
771,Bam Blang Beh Khla,,"Bam Bang Beh Khla (""To eat goat, to drive tiger"") is a hunt game played in the Assam Region of India on a board not documented elsewhere.",901,901,,India,1,1,,,,,0,Eric Piette,,,"25°27'3.35""N, 92°12'32.13""E","5435,5435",0,,0,0
772,Mawryngkneng Solitaire Game,,"This is a solitaire game played in the city of Mawryngkneng in India, the name for which was not recorded. ",902,902,,India,1,1,,,,,0,Eric Piette,,,"25°33'23.89""N, 92°3'50.43""E","5435,5435",0,,0,0
773,Tule Paid,,Tule Paid is an alignment game played in the Assam region of India.,903,903,,India,1,1,,,,,0,Eric Piette,,,"25°27'3.35""N, 92°12'32.13""E","5435,5435",0,,0,0
774,Mughal Pathan,,"Mughal Pathan is a game with leaping captures played outside of Kolkata, India by Muslim stonemasons in the early twentieth century. Its name and board suggest that it is closely related to Moghul Putt'han, played elsewhere in India.",905,905,,India,1,1,,,,,0,Eric Piette,,,"22°39'24.74""N, 88°21'44.92""E","5438,5438",0,,0,0
775,Kaua Dorki,,"Kaua Dorki (""catching the crow"") is a game with leaping captures played in the region of Allahabad, India during the early twentieth century.",906,906,,India,1,1,,,,,0,Eric Piette,,,"25°21'39.82""N, 81°24'11.55""E","5438,5438",0,,0,0
776,Challis Ghutia,,Challis Gutia (the game of forty pieces) is a game of leaping captures played in India.,907,907,,India,1,1,,,,,0,Eric Piette,,,"22°35'39.17""N, 88°23'1.15""E","5439,5439",0,,0,0
777,Tuk Tak,,"Tuk Tak is a simple alignment game played in the Bengal region of India. It differs little from similar games known worldwide, and is generally played by children. ",908,908,,India,1,1,,,,,0,Eric Piette,,,"23°41'19.71""N, 86°57'58.11""E","5434,5434",0,,0,0
778,Bara Guti (Bihar),,"Bara Guti is a term used for a couple of different board games in India. In the Bihar region, it is used for this circular game. ",909,909,,India,1,1,,,,,0,Eric Piette,,,"25°36'39.65""N, 85°8'44.34""E","5435,5435",0,,0,0
779,Bagha Guti,,"Bagha Guti is a hunt game played in the Bihar region of India. The tiger attempts to eat all the goats, and the goats try to trap the tiger. All of the goats begin on the same spot in this game.",910,910,,India,1,1,,,,,0,Eric Piette,,,"25°36'39.65""N, 85°8'44.34""E","5435,5435",0,,0,0
780,Bis Gutiya,,Bis Gutiya is a game with leaping captures played in the Bihar region of India. ,911,911,,India,1,1,,,,,0,Eric Piette,,,"25°35'33.69""N, 85°11'12.77""E","5435,5435",0,,0,0
781,Challis Ghutia (Titagarh),,"Chalis Gutia as played near Titagarh outside Kolkata, India was played by people from all over India working in a mill there. It has a degree of flexibility in the number of pieces used on the same board.",912,912,,India,1,1,,,,,0,Eric Piette,,,"22°44'17.83""N, 88°22'25.30""E","5439,5439",0,,0,1
782,Orissa Tiger Game (Four Tigers),,"This game, the name for which was not recorded, was played in the Orissa region of India. Four tigers play against twenty goats.",913,913,,India,1,1,,,,,0,Eric Piette,,,"21°31'26.05""N, 83°54'37.52""E","5426,5426",0,,0,0
783,Orissa Tiger Game (One Tiger),,"This hunt game played in the Orissa region of India is played with one tiger trying to eat twelve goats, while the goats try to block the tiger from moving.",914,914,,India,1,1,,,,,0,Eric Piette,,,"20°17'13.39""N, 83°49'37.65""E","5426,5426",0,,0,0
784,Kulaochal,,Kulaochal is a hunt game played by the Ho people of India during the early twentieth century. It was said to sometimes take hours when played by skilled players. ,915,915,,India,1,1,,,,,0,Eric Piette,,,"22°46'55.37""N, 85°44'33.84""E","5425,5425",0,,0,0
785,Lam Turki,,"Lam Turki is a solitaire game played in India. Played on a board shaped like a five-pointed star, the player attempts to remove all of the pieces from the board,",916,916,Murray 1951: 28-29.,India,1,1,,,,,0,Eric Piette,,,"26°43'19.26""N, 88°38'20.6""E","5433,5433",0,,0,0
786,Pentalpha,,Pentalpha is a solitaire game played on Crete in the early twentieth century. ,917,917,,Greece,1,1,,,,,0,Eric Piette,,,"35°31'42.03""N, 23°48'1.49""E","5438,5438",0,,0,0
787,Do Guti,,Do Guti is a blockade game from what is now Pakistan. Graffiti on early monuments suggest this game could be medieval in date.,918,918,Murray 1951: 92.,Pakistan,1,1,,,,,0,Eric Piette,,,"32°34'58.69""N, 71°32'16.52""E","5426,5426",0,,0,0
788,Nao Gutiya Baithaneka,,Nao Gutiya Baithaneka is a solitaire game played in the Bihar region of India. The player attempts to place nine pieces on a star-shaped board with a distinct pattern of moves.,919,919,,India,1,1,,,,,0,Eric Piette,,,"25°36'39.65""N, 85°8'44.34""E","5435,5435",0,,0,0
789,Omangunta Peeta,,Omangunta Peeta is a two-row mancala-style board gae from southern India. It was played in the Madras Presidency during the early twentieth century.,920,920,,India,1,1,Palanguli,,,,0,Eric Piette,,,"13°43'25.6""N, 80°3'19.22""E","5423,5423",1,,0,0
790,Sat Gol,,Sat Gol is a mancala-style board game in which the holes are arranged in a circle. It was played in central India during the early twentieth century.,921,921,,India,1,1,,,,,0,Eric Piette,,,"23°23'56.45""N, 80°3'40.59""E","5424,5424",0,,0,0
791,Pachgarhwa,,Pachgarhwa is a two-row mancala-style board game played in central India during the early twentieth century.,940,940,Murray 1951: 169.,India,1,1,,,,,0,Eric Piette,,,"25°12'35.98""N, 80°55'11.08""E","5404,5405",0,,0,0
792,Nao Guti,,"Nao Guti is a game of alignment played in South Asia, with nine pieces on a board that is widely used throughout the world.",941,941,Murray 1951: 47.,South Asia,1,1,,,,,0,Eric Piette,,,"32°34'58.69""N, 71°32'16.52""E","5426,5426",0,,0,0
793,Vijayanagara Game,,The board for this game was found as graffiti at the site of Vijayanagara in India. The board resembles others that are used for hunt games in South Asia.,942,,,India,1,1,,,,,0,Eric Piette,,,"15°19'29.65""N, 76°28'10.86""E","4850,5520",1,,0,0
794,San-Noku-Narabe,,"San-Noku-Narabe is a simple game of alignment played in Japan, typically in small villages and by children as well as adults. It is notably one of the only documented games played by the Ainu people.",943,943,,Japan,1,1,Chikkiri,,,,0,Eric Piette,,,"39°25'16.75""N, 141°15'12.38""E","5451,5451",0,,0,0
795,Nine Holes,,"Nine Holes is an alignment game played at least since the seventeenth century in Great Britain, but likely goes back to the Roman Empire.",945,945,Murray 1951: 39.,Europe,1,1,,,,,0,Eric Piette,,,"54°19'33.22""N, 4°33'10.09""W","5199,5199",0,,0,0
796,Epelle,,Epelle is a simple game of alignment played by the Urhobo people of Nigeria.,946,946,,Nigeria,1,1,,,,,0,Eric Piette,,,"5°22'52.35""N, 5°59'24.37""E","5451,5451",0,,0,0
797,Six-Penny Madell,,"Six-Penny Madell is an alignment game played in Wiltshire, England during the nineteenth century, and perhaps older. They were typically drawn on a floor or in the ground, and the pieces were whatever was readily available, such as stones or sticks.",947,947,Murray 1951: 41.,England,1,1,,,,,0,Eric Piette,,,"51°4'9.59""N, 1°43'14.06""W","5397,5397",0,,0,0
798,Tapatan,,"Tapatan is a very popular simple alignment game played in the Philippines. It was played during the nineteenth century, and probably is much older.",948,948,Murray 1951: 42.,Philippines,1,1,,,,,0,Eric Piette,,,"7°5'4.6""N, 125°38'3.69""E","5392,5392",0,,0,0
799,Liu Tsi,,"Liu Tsi is a simple game of alignment played in China during the seventeenth century, but which is likely much older.",949,949,Murray 1951: 42; Himly 1887: 477.,China,1,1,"Luk Tsut K'i, Lo Che",,,,0,Eric Piette,,,"32°3'18.88""N, 118°46'24.32""E","5194,5194",0,,0,0
800,Akidada,,Akidada is a simple game of alignment played by Yoruba people in what is now Ghana.,950,950,,Ghana,1,1,,,,,0,Eric Piette,,,"5°25'22.24""N, 2°30'11.25""W","5451,5451",0,,0,0
801,Fanorona Telo,,Fanorona Telo is a simple game of alignment played by children of the Merina people of Madagascar.,951,951,Murray 1951: 42,Madagascar,1,1,,,,,0,Eric Piette,,,"15°56'54.84""S, 49°22'25.09""E","5451,5451",0,,0,0
802,Driesticken,,Driesticken is a simple game of alignment played in the Netherlands in the seventeenth century. ,952,952,Murray 1951: 39.,Netherlands,1,1,,,,,0,Eric Piette,,,"52°41'1.04""N, 5°59'9.33""E","5194,5194",0,,0,0
803,Sam K'i,,"Sam K'i is an alignment game played in China since at least the nineteenth century. It differs from some other games of this type during the placement phase, when a player can place another piece on top of a piece they capture from the opponent. ",953,953,Murray 1951: 47.,China,1,1,,,,,0,Eric Piette,,,"23°7'44.51""N, 113°15'51.35""E","5395,5395",0,,0,0
804,Oumoul Kono,,Oumoul Kono is a blockage game played in Korean during the nineteenth century.,954,954,Murray 1951: 92.,Korea,1,1,,,,,0,Eric Piette,,,"36°4'38.24""N, 129°23'21.57""E","5395,5395",0,,0,0
805,Triodi,,"Triodi is an alignment game played in Greece. Boards for this game have been found in Greece going back to antiquity, and it was still played there in the early twentieth century.",955,955,Murray 1951: 47.,Greece,1,1,Triodion,,,,0,Eric Piette,,,"41°6'9.43""N, 24°35'16.52""E","5400,5401",0,,0,0
806,Triodi (Diagonal),,Triodi is a game of alignment played in Greece. This version of it includes diagonal lines on the board.,956,956,Murray 1951: 47.,Greece,1,1,,,,,0,Eric Piette,,,"38°29'18.41""N, 21°32'37.82""E","5400,5401",0,,0,0
807,Marelle Triple,,"Marelle Triple is a game of alignment played in France. Described in the nineteenth century, it is played on a board common worldwide, with slight variations in the rules.",957,957,Murray 1951: 46.,France,1,1,,,,,0,Eric Piette,,,"50°3'28.63""N, 3°53'34.81""E","5340,5340",0,,0,0
808,Picaria (Large),,"Picaria is the a word referring to two games played by the people of Isleta Pueblo in New Mexico. This version is the larger board, though the specific rules have not been recorded.",958,958,Murray 1951: 48.,New Mexico,1,1,Pedreria,,,,0,Eric Piette,,,"34°54'28.55""N, 106°41'40.89""W","5407,5407",1,,0,0
809,Kuang,,"Kuang (""Jackrabbit"") is a game that was played at by the people of the Santa Clara Pueblo in New Mexico. ",959,,,New Mexico,1,1,,,,,0,Eric Piette,,,"32°46'38.50""N, 108°9'11.06""W","5407,5407",1,,0,0
810,Ufuba wa Hulana,,Ufuba wa Hulana is a game that was played in Comoros during the seventeenth century. ,960,960,Murray 1951: 55.,Comoros,1,1,Ufuba,,,,0,Eric Piette,,,"12°5'40.46""S, 44°27'15.09""E","5194,5194",1,,0,0
811,Lam Pusri,,Lam Pusri is a game with leaping captures that was played in the Teesta River valley of India during the early twentieth century.,961,961,Murary 1951: 67.,India,1,1,Sipahi Kat,,,,0,Eric Piette,,,"26°37'26.3""N, 88°40'4.07""E","5433,5433",0,,0,0
812,Yasasukari Musashi,,"Yasasukari Musashi (""The soldiers' eight-way hunt"") is a hunt game played in Japan during the eighteenth century. ",962,962,Murray 1951: 99-100.,Japan,1,1,,,,,0,Eric Piette,,,"33°18'48.98""N, 130°14'54.47""E","5212,5212",1,,0,0
813,Tumbleweed,,Far-ranging stacks compete for all territory in sight.,963,963,,,0,1,,Mike Zapawa,Mike Zapawa,"2020-00-00",0,Designer: Mike Zapawa. Implemented by Michael Amundsen and Alek Erickson,,318702,,"0,5520",0,,0,0
814,Gale,,Gale is a connection game on two overlapping rectangular grids to form a square game board.,964,964,"<a href=""https://en.wikipedia.org/wiki/Shannon_switching_game"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,David Gale,,"1958-00-00",0,Woody Pidcock,,,,"0,5520",0,,0,0
816,Lontu-Holo,,Lontu-Holo is a two-row mancala-style board game played by the Ndyuka people of Suriname. It is one of the only recorded games of this type where the goal is to capture the fewest number of counters.,965,965,Murray 1951: 203-204.,Suriname,1,1,,,,,0,Eric Piette,,,"5°48'21.65""N, 54°47'29.4""W","5430,5430",0,,0,0
817,Alquerque de Nueve,,"Alquerque de Nueve is an alignment game that was played with dice, but which was incompletey described. It appears in the Libro de los Juegos of Alfonso X, where it is described briefly.",969,,Murray 1951: 45-46.,Spain,1,1,,,,,0,Eric Piette,,,"39°26'24.08""N, 2°4'5.54""W","4783,4783",1,,0,0
818,Sumi Naga Game (Hunt),Sümi Naga Game (Hunt),"This game, played by the Sümi Naga people of India, is a hunt game played with four tigers against twenty goats.",970,970,Murray 1951: 111.,India,1,1,,,,,0,Eric Piette,,,"25°34'21.82""N, 93°38'30.81""E","5421,5421",0,,0,0
819,Sumi Naga Game (War),Sümi Naga Game (War),This game played by the Suumi Naga people of India is a game with leaping captures. ,971,971,Murray 1951: 66.,India,1,1,,,,,0,Eric Piette,,,"26°5'23.62""N, 94°39'13.9""E","5421,5421",0,,0,0
820,Terhuchu (Small),Terhüchü (Small),"This game, called Terhüchü, is played on a smaller board than the same game which is also played by the Angami Naga people of India.",972,972,Murray 1951: 66.,India,1,1,,,,,0,Eric Piette,,,"26°16'30.69""N, 94°9'41.85""E","5421,5421",0,,0,0
821,BoxOff,,Steven Meyers' BoxOff has the feel of a classic solitaire abstract game. Brightly coloured pieces are distributed on a rectangular grid of squares and removed in pairs of like colour until the board is empty. ,974,974,"<a href=""http://www.abstractgames.org/boxoff.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.abstractgames.org</a>",,0,1,,Steven Meyers,Google Play,"2013-08-00",0,Eric Piette,,,,"0,5520",0,,0,0
822,Badami Game,,"This game board was found on the pavement of at least one structure at Badami, India.",975,,"Murray 1951: 140, fig. 64.E.",India,1,1,,,,,0,Eric Piette,,,"15°55'6.18""N, 75°40'33.78""E","4040,5520",1,,0,0
823,Kawade Kelia,,Kawade Kelia is a race game that was played in Sri Lanka in the late nineteenth century.,976,976,Murray 1951: 141.,Sri Lanka,1,1,Kawada Keliya,,,,0,Eric Piette,,,"8°7'3.13""N, 80°38'45.73""E","5398,5398",0,,0,0
824,Gavalata,,Gavalata is a race game played on a square board that was played in southern India in the nineteenth century.,977,977,Murray 1951: 131-132.,India,1,1,,,,,0,Eric Piette,,,"15°0'38.11""N, 79°26'42.82""E","5398,5398",0,,0,1
825,Kolowis Awithlaknannai,,"Kolowis Awithlaknannai is a capturing game played by the Zuni people of New Mexico in the late nineteenth century. The game is named after the kolowisi, a supernatural serpent in Zuni belief.",577,577,Murray 1951: 71.,New Mexico,1,1,"Awithlaknannai, Awethlacnawe",,,,0,Eric Piette,,,"35°34'32.48""N, 108°33'46.05""W","5403,5407",0,,0,0
826,Forcado,Forçado,"Forçado is a version of Chess, played in the medieval period where captures are forced. It is recorded in Alfonso X's Libro de los Juegos.",979,979,Murray 1951: 82.,Spain,1,1,Juego de las Donzellas,,,,0,Eric Piette,,,"37°18'12.76""N, 5°2'34.46""W","4783,4783",0,,0,0
827,Rimau-Rimau (One Tiger),,Rimau-Rimau is a hunt game played in the late nineteenth century in Singapore. ,980,980,Murray 1951: 108.,Singapore,1,1,,,,,0,Eric Piette,,,"1°18'35.74""N, 103°49'42.39""E","5389,5389",0,,0,0
828,Rimau-Rimau (Two Tigers),,"Rimau-Rimau is a kind of hunt game played in Singapore during the nineteenth century. In this version, two tigers play against 23 people.",981,981,Murray 1951: 109.,Singapore,1,1,,,,,0,Eric Piette,,,"1°22'49.34""N, 103°58'6.32""E","5389,5389",0,,0,0
829,Dam (Singapore),,"Dam is a capturing game played in Singapore during the nineteenth century. It is played on the same board as a local hunt game, Rimau-Riimau.",983,983,Murray 1951: 68.,Singapore,1,1,,,,,0,Eric Piette,,,"1°21'28.77""N, 103°54'58.44""E","5389,5389",0,,0,0
830,Jeu du Renard et de la Poule,,The Jeu du Renard et de la Poule is a hunt game documented in seventeenth century France. ,984,984,Murray 1951: 103.,France,1,1,,,,,0,Eric Piette,,,"49°40'33.45""N, 1°43'28.36""E","5168,5168",0,,0,0
831,Len Cua Kin Ngoa,Len Cúa Kín Ngoa,"Len Cúa Kín Ngoa is a capturing game played in Thailand in the early nineteenth century. It is somewhat of a combination of a hunt and a capturing game, where one player plays as tigers and the other as cattle, but both are able to capture via different methods.",985,985,Murray 1951: 111.,Thailand,1,1,,,,,0,Eric Piette,,,"16°53'11.77""N, 102°18'13.83""E","5336,5336",0,,0,0
832,Len Doat,,Len Doat is a race game that was played in nineteenth century Thailand. ,986,986,Murray 1951: 1389140.,THailand,1,1,,,,,0,Eric Piette,,,"19°26'54.38""N, 100°19'34.75""E","5336,5336",0,,0,0
833,Mak Khom,,Mak Khom is a two-row mancala-style baord game played in Thailand in the nineteenth century.,987,,Murray 1951: 173-172.,Thailand,1,1,,,,,0,Eric Piette,,,"17°13'29.97""N, 100°52'26.52""E","5336,5336",1,,0,0
834,Renard et les Poules,,Renard et les Poules is a hunt game documented in nineteenth century France. ,988,988,Murray 1951: 104.,France,1,1,Marelle Quintuple,,,,0,Eric Piette,,,"43°16'2.18""N, 0°53'36.85""W","5340,5340",0,,0,0
835,Len Sake,Len Saké,Len Saké is a race game played in Thailand during the nineteenth century. ,991,,,Thailand,1,1,,,,,0,Eric Piette,,,"17°49'19.91""N, 99°16'43.57""E","5336,5336",1,,0,0
836,Mudrunggum,,"Mudrunggum is a hunt game that was played in the Deccan, India in the early nineteenth century.",992,,Murray 1951: 111.,India,1,1,,,,,0,Eric Piette,,,"16°25'9.56""N, 76°46'47.38""E","5332,5332",1,,0,0
837,Bagh Bukree,,Bagh Bukree is a hunt game that was played by children in the early nineteenth century in the Deccan region of India.,993,,Murray 1951: 111.,India,1,1,,,,,0,Eric Piette,,,"13°12'47.8""N, 75°4'12.06""E","5332,5332",1,,0,0
838,Chuki (Java),,"Chuki is a game that was played in Java during the nineteenth century, which was incompletely documented. ",994,,,Java,1,1,,,,,0,,,,"7°32'9.66""S, 109°15'49.25""E","5317,5317",1,,0,0
839,Machanan,Machánan,"Machanan is a capturing game played in Java during the nineteenth century, that was incompletely documented.",995,,Murray 1951: 110.,Java,1,1,,,,,0,,,,"7°32'13.6""S, 107°37'7.62""E","5317,5317",1,,0,0
840,Lupo e Pecore,,Lupo e Pecore is a game which is included in  a sixteenth century compendium of games from Venice.,996,,Murray 1951: 104.,Italy,1,1,,,,,0,Eric Piette,,,"45°26'14.72""N, 12°19'34.56""E","5000,5099",1,,0,0
841,Piprjall,,Piprjall is a European Tables game played in Iceland. It has a unique method of playing when doubles are thrown on the dice. ,997,997,"Murray 1951: 127, 128; Fiske 1905: 352.",Iceland,1,1,Koprjall,,,,0,Eric Piette,,,"65°46'46.54""N, 18°15'14.89""W","5388,5392",0,,0,0
842,Diagonal Hex,,Diagonal Hex is a variant of Hex in which the connection between each stone is diagonal and not orthogonal.,998,998,,,0,1,,Eric Piette,,"2020-10-12",0,Eric Piette,,,,"0,5520",0,,0,0
843,Broken Line,,Broken Line is a game played on a board tiling by hexagon. The goal is to make a line with stones connected diagonally.,999,999,,,0,1,,Eric Piette,,"2020-10-12",0,Eric Piette,,,,"0,5520",0,,0,0
844,Boolik,,"Boolik is a capturing game played by the Qeqchi people of Guatemala. It is typically played on the floor of a house at night, with two teams of people. ",1000,1000,Murray 1951: 149.,Guatemala,1,1,,,,,0,Eric Piette,,,"16°50'44.77""N, 90°25'33.98""W","5399,5399",0,,0,1
845,Puluc,,Puluc is a capturing game played by the Qeqchi people of Guatemala. Opponent's pieces arre captured and dragged back to the point where a player starts.,1001,1001,Bell 1979: 89-90.,Guatemala,1,1,,,,,0,Eric Piette,,,"15°23'8.78""N, 90°21'54.18""W","5406,5406",0,,0,0
846,Dhola,,"Dhola is a race game played in the Maldives. Its rules are incompletely documented, but the board and components resemble other race games in southern Asia.",1002,,Murray 1951: 136.,Maldives,1,1,,,,,0,Eric Piette,,,"4°21'27.9""N, 73°31'29.88""E","5383,5383",1,,0,0
847,Chungcajon,,Chungcajon is a two-row mancala-style board game played in the Philippines.,1003,1003,Murray 1951: 176.,Philippines,1,1,Chuncajon,,,,0,Eric Piette,,,"8°36'10.07""N, 122°14'2.93""E","5400,5400",0,,0,0
848,Buga Nokhoi,,"Buga Nokhoi is a hunt game played in Mongolia. It is thought to either reflect a deer hunt, or may reflect the symbolic nature of deer the deer, which are not captured as one would expect in a hunt.",1004,,,Mongolia,1,1,"",,,,0,Eric Piette,,,"48°54'45.14""N, 88°24'58""E","5488,5491",1,,0,0
849,Ijil Buga,,"Ijil Buga is a hunt game played in Mongolia. Said to be either a representation of deer hunting or a reflection of the sacred nature of deer, it is played only in the winter and spring months.",1005,,,Mongolia,1,1,,,,,0,Eric Piette,,,"49°14'50.08""N, 95°31'37.07""E","5488,5491",1,,0,0
850,Ikh Buga,,"Ikh Buga is a hunt game played in Mongolia on a large board. It is said to either be a representation of a deer hunt, or that it reflects the sacred nature of deer. It is only played during the winter and spring months.",1006,,,Mongolia,1,1,,,,,0,Eric Piette,,,"51°33'32.4""N, 99°12'8.97""E","5488,5491",1,,0,0
851,Temeen Tavag,,"Temeen Tavag (""Camel hoof"") is a blockade game played in Mongolia. It can also be played on a square board, when it is known as Dörvön Bux (the four bulls). ",1007,1007,,Mongolia,1,1,Dörvön Bux,,,,0,Eric Piette,,,"46°24'16.7""N, 101°15'11.93""E","5463,5491",0,,0,0
852,Dorvon Cag,Dörvön Cag,Dörvön Cag (The four seasons) is a blockade game played in Mongolia. ,1009,1009,,Mongolia,1,1,,,,,0,Eric Piette,,,"49°9'20.71""N, 108°52'25.6""E","5463,5491",0,,0,0
853,Gurvan Xudag,,Gurvan Xudag is a blockade game played in Mongolia. Three guardians attempt to herd three calves into their pens.,1010,1010,,Mongolia,1,1,Tugul,,,,0,Eric Piette,,,"47°3'17.37""N, 111°48'44.97""E","5463,5491",0,,0,0
854,Breakthrough Chess,,A variant of Breakthrough played with Chess pieces and rules (mostly).,1012,1012,,,0,1,,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0
855,Phase Chess,,Phase Chess is a variant of Chess.,1011,1011,,,0,1,,Cameron Browne,,"2020-10-13",0,Eric Piette,,,,"0,5520",0,,0,0
856,Ultimate Chess,,Ultimate Chess is a variant of Chess.,1014,1014,,,0,1,,Cameron Browne,,"2020-10-13",0,Eric Piette,,,,"0,5520",0,,0,0
857,Breakthrough Checkers,,A variant of Breakthrough played with Checkers pieces and rules (mostly).,1013,1013,,,0,1,,,,,0,Matthew Stephenson,,,,"0,5520",0,,0,0
858,Uxrijn Ever,Üxrijn Ever,"Üxrijn Ever is a game played in Mongolia. The game is thought to be a representation of cattle herding practices. One player plays as a cow and a calf, the other as two children. The calf attempts to reach its mother, which remains at the start, while the children try to force the calf into the pasture, at the opposite end of the board.",1015,1015,,Mongolia,1,1,Ever Bukh,,,,0,Eric Piette,,,"44°47'7.79""N, 104°11'15""E","5463,5491",0,,0,0
859,Neg Tugal Tuux,,"Neg Tugal Tuux is a game played in Mongolia. In it, two children attempt to herd a calf from its pen to its pasture. It is thought to be a representation of herding practices as play.",1016,1016,,Mongolia,1,1,,,,,0,Eric Piette,,,"50°8'43.29""N, 106°11'55.87""E","5463,5491",0,,0,0
860,Uulyn Buga,,Uulyn Buga (Mountain deer) is a hunt game played in Mongolia. ,1017,,,Mongolia,1,1,,,,,0,Eric Piette,,,"47°43'56.12""N, 100°2'0.61""E","5463,5466",1,,0,0
861,Talyn Buga,,Talyn Buga (Plains deer) is hunt game played in Mongolia.,1018,,,Mongolia,1,1,,,,,0,Eric Piette,,,"46°9'46.79""N, 114°15'44.8""E","5463,5466",1,,0,0
862,Ix Buga,,Ix Buga (the large deer) is a hunt game played in Mongolia played with eight deer against 80 hunters.,1019,,,Mongolia,1,1,,,,,0,Eric Piette,,,"46°55'19.25""N, 107°8'40.41""E","5463,5466",1,,0,0
863,Lothal Game,,This board comes from the Harappan site of Lothal in modern India.,1020,,,India,1,1,,,,,0,Eric Piette,,,"22°31'21.77""N, 72°14'55.65""E","1375,1840",1,,0,0
864,Gauntlet,,Gauntlet is a game of unequal forces that challenges players to run a gauntlet of blockers.,1021,1021,,"Rhode Island, USA",0,1,,Phil Leduc (used with permission),Web published - The Owl's Nest,"2001-01-31",0,Phil Leduc,,87453,,"0,5520",0,,0,0
865,Engijn Zirge,,Engijn Zirge is a simple game of alignment played in Mongolia.,1022,1022,,Mongolia,1,1,,,,,0,Eric Piette,,,"46°8'16.9""N, 115°47'35.36""E","5463,5466",0,,0,0
866,Altan Xaraacaj,,Altan Xaraacaj (Golden swallows) is an alignment game played in Mongolia. One player plays as golden swallows (the black pieces) and the other plays as spotted swallows (the white pieces).,1023,1023,,Mongolia,1,1,Altan Kharaatsai,,,,0,Eric Piette,,,"48°28'39.25""N, 95°2'20.75""E","5463,5491",0,,0,0
867,Xonin Shatar (Simple),,Xonin Shatar (Sheep Chess) is a game of alignment played in Mongolia. ,1024,1024,,Mongolia,1,1,,,,,0,Eric Piette,,,"48°39'52.65""N, 99°33'34.87""E","5463,5466",0,,0,0
868,Xonin Shatar (Complex),,"Xonin Shatar is an alignment game played in Mongolia. This version is played on a more complex board, allowing more movement options.",1025,1025,,Mongolia,1,1,,,,,0,Eric Piette,,,"46°45'46.55""N, 100°41'26.85""E","5463,5466",0,,0,0
869,Gurgaldaj,,Gurgaldaj (Nightingale) is a game of alignment played on a triangular board in Mongolia. ,1026,1026,,Mongolia,1,1,Altan Gurgaldai,,,,0,Eric Piette,,,"42°47'44.25""N, 101°6'42.35""E","5463,5491",0,,0,0
870,Xanan Zirge,,"Xanan Zirge is an alignment game played in Mongolia. Players attempt to place their pieces three in a row, or in a square.",1027,1027,,Mongolia,1,1,,,,,0,Eric Piette,,,"45°56'32.14""N, 96°9'33.76""E","5463,5466",0,,0,0
